ID	Building Name	Ward / Area	Priority Type	Housing Type	Floor Plan	Area	Area (sqm)	Monthly Rent	Monthly Rent (¥)	Management Fee (¥)	Deposit (¥)	Available From	Address	Built Year	Total Monthly Cost (¥)	Source	Floor	Train Access	Detail URL	Latitude	Longitude	Google Maps	First Seen (UTC)	Last Seen (UTC)	Distance to Shimbashi (km)	Train Time to Shimbashi (min)
a40089257eb4177b	落合 4-3-5-503	Tama City	Support / Subsidised	General Rental (Fixed Term)	3DK	52.59	52.59	56300	56300	3000	112600	Immediately Available	多摩市落合４－３－５	1975	59300	JKK	5		https://www.to-kousya.or.jp/chintai/reco/ochiai.html	35.61612178	139.4312559	https://maps.google.com/?q=35.61612178,139.4312559	2026-06-04T07:59:55Z	2026-06-19T04:10:48Z	28.3	67
e0486081eefe4a24	落合 3-2-4-405	Tama City	Support / Subsidised	General Rental (Fixed Term)	3DK	52.59	52.59	58200	58200	3000	116400	Immediately Available	多摩市落合３－２－４	1975	61200	JKK	4		https://www.to-kousya.or.jp/chintai/reco/ochiai.html	35.61612178	139.4312559	https://maps.google.com/?q=35.61612178,139.4312559	2026-06-05T00:35:10Z	2026-06-19T04:10:48Z	28.3	67
ec24231d7d38806b	落合 3-2-4-502	Tama City	Support / Subsidised	General Rental (Fixed Term)	3DK	52.59	52.59	58200	58200	3000	116400	Immediately Available	多摩市落合３－２－４	1975	61200	JKK	5		https://www.to-kousya.or.jp/chintai/reco/ochiai.html	35.61612178	139.4312559	https://maps.google.com/?q=35.61612178,139.4312559	2026-06-05T00:35:10Z	2026-06-19T04:10:48Z	28.3	67
a489de10b1d85ea2	落合 3-2-7-506	Tama City	Support / Subsidised	General Rental (Fixed Term)	3DK	52.59	52.59	58200	58200	3000	116400	Immediately Available	多摩市落合３－２－７	1975	61200	JKK	5		https://www.to-kousya.or.jp/chintai/reco/ochiai.html	35.61612178	139.4312559	https://maps.google.com/?q=35.61612178,139.4312559	2026-06-05T00:35:10Z	2026-06-19T04:10:48Z	28.3	67
ur_37e31a5d9d17e0e6	多摩ニュータウン 豊ヶ丘（グリーンメゾン豊ヶ丘－６）　6-3-2号棟807号室	Tama City		UR Public Housing	3DK	67㎡	67.0	79800円	79800	4800	159600	Anytime	多摩市豊ヶ丘2ほか	1980	84600	UR	8	京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～32分 またはバス12分 徒歩2～14分, 多摩都市モノレール「多摩センター」駅 徒歩17～33分 またはバス12分 徒歩2～14分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2710_room.html?JKSS=603020807	35.623928	139.434677	https://maps.google.com/?q=35.623928,139.434677	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	28.3	67
ur_8bff74565572d4da	多摩ニュータウン グリーンヒル豊ヶ丘－１・２　2-9-3号棟504号室	Tama City		UR Public Housing	3LDK	77㎡	77.0	109700円	109700	5100	219400	Anytime	多摩市豊ケ丘1-40ほか	1987	114800	UR	5	京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分, 多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=209030504	35.627342	139.43602	https://maps.google.com/?q=35.627342,139.43602	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	28.3	67
ur_54fcf1ab559951f3	多摩ニュータウン グリーンヒル豊ヶ丘－１・２　1-40-1号棟508号室	Tama City		UR Public Housing	3LDK	82㎡	82.0	101300円	101300	5100	202600	Anytime	多摩市豊ケ丘1-40ほか	1987	106400	UR	5	京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分, 多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010508	35.627342	139.43602	https://maps.google.com/?q=35.627342,139.43602	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	28.3	67
ur_adeb581fc052df2f	多摩ニュータウン グリーンヒル豊ヶ丘－１・２　1-40-3号棟502号室	Tama City		UR Public Housing	3LDK	82㎡	82.0	101400円	101400	5100	202800	Anytime	多摩市豊ケ丘1-40ほか	1987	106500	UR	5	京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分, 多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140030502	35.627342	139.43602	https://maps.google.com/?q=35.627342,139.43602	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	28.3	67
ur_5ee26ee679b09601	小平　2-8号棟104号室	Kodaira City		UR Public Housing	3K	45㎡	45.0	68400円	68400	2770	136800	Anytime	小平市喜平町3	1965	71170	UR	1	西武多摩湖線「一橋学園」駅 徒歩11～19分, JR中央線「国分寺」駅バス13分 徒歩1～7分, 西武新宿線「小平」駅バス6分 徒歩1～10分, JR中央線「武蔵小金井」駅バス15分 徒歩1～7分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1290_room.html?JKSS=000208104	35.719769	139.490204	https://maps.google.com/?q=35.719769,139.490204	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	26.2	66
ur_d69dcf1a29d1082f	グリーンタウン小金井　10号棟303号室	Koganei City		UR Public Housing	2LDK	61㎡	61.0	158800円	158800	6400	317600	Anytime	小金井市緑町4-12-16ほか	2005	165200	UR	3	JR中央線「武蔵小金井」駅 徒歩16～19分 またはバス5分 徒歩5～7分, 西武新宿線「花小金井」駅バス8分 徒歩9～11分, JR中央線「東小金井」駅 徒歩18～20分 またはバス10分 徒歩1～3分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6270_room.html?JKSS=000100303	35.707607	139.513901	https://maps.google.com/?q=35.707607,139.513901	2026-06-18T09:36:23Z	2026-06-19T04:10:48Z	22.7	53
b22838fe8a9cd1e5	平山 17-1720	Hino City	高齢	General Rental (Fixed Term)	2K	27.44	27.44	30400	30400	1400	60800	Immediately Available	日野市東平山１－７－４	1967	31800	JKK	2		https://www.to-kousya.or.jp/chintai/reco/hirayama.html	35.64954656	139.3774428	https://maps.google.com/?q=35.64954656,139.3774428	2026-06-12T07:23:57Z	2026-06-19T04:10:48Z	32.7	72
2f6fb0567165cb91	平山 17-1727	Hino City	高齢	General Rental (Fixed Term)	2K	27.44	27.44	30400	30400	1400	60800	Immediately Available	日野市東平山１－７－４	1967	31800	JKK	2		https://www.to-kousya.or.jp/chintai/reco/hirayama.html	35.64954656	139.3774428	https://maps.google.com/?q=35.64954656,139.3774428	2026-06-12T07:23:57Z	2026-06-19T04:10:48Z	32.7	72
910514f682d13feb	平山 17-1725	Hino City	高齢	General Rental (Fixed Term)	2K	27.44	27.44	30400	30400	1400	60800	Immediately Available	日野市東平山１－７－４	1967	31800	JKK	2		https://www.to-kousya.or.jp/chintai/reco/hirayama.html	35.64954656	139.3774428	https://maps.google.com/?q=35.64954656,139.3774428	2026-06-16T06:07:26Z	2026-06-19T04:10:48Z	32.7	72
ur_85bc93528c9b6041	高幡台　55号棟504号室	Hino City		UR Public Housing	2DK	45㎡	45.0	55000円	55000	4300	110000	Anytime	日野市程久保650	1971	59300	UR	5	京王線「高幡不動」駅 徒歩17～25分 またはバス4分 徒歩2～10分, 多摩都市モノレール「程久保」駅 徒歩9～14分, 多摩都市モノレール「多摩動物公園」駅 徒歩12～23分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1970_room.html?JKSS=000550504	35.650715	139.410919	https://maps.google.com/?q=35.650715,139.410919	2026-06-17T01:35:11Z	2026-06-19T04:10:48Z	32.7	72
ur_bfc3ae2e56dd0b0b	シティハイツ日野旭が丘　3号棟514号室	Hino City		UR Public Housing	2DK	51㎡	51.0	93900円	93900	2700	187800	Anytime	日野市旭が丘4-7-5	1990	96600	UR	5	JR中央線「豊田」駅 徒歩20～24分 またはバス7分 徒歩1～6分, 京王線「長沼」駅 徒歩26～28分, JR八高線「北八王子」駅 徒歩23～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4360_room.html?JKSS=000030514	35.6562	139.364822	https://maps.google.com/?q=35.6562,139.364822	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.7	72
ur_c431f7dcdf5af943	高幡台　29号棟501号室	Hino City		UR Public Housing	2LDK	50㎡	50.0	59900円	59900	4300	119800	Anytime	日野市程久保650	1971	64200	UR	5	京王線「高幡不動」駅 徒歩17～25分 またはバス4分 徒歩2～10分, 多摩都市モノレール「程久保」駅 徒歩9～14分, 多摩都市モノレール「多摩動物公園」駅 徒歩12～23分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1970_room.html?JKSS=000290501	35.650715	139.410919	https://maps.google.com/?q=35.650715,139.410919	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.7	72
ur_823888f8a0e81162	高幡台　29号棟403号室	Hino City		UR Public Housing	2LDK	50㎡	50.0	62900円	62900	4300	125800	Anytime	日野市程久保650	1971	67200	UR	4	京王線「高幡不動」駅 徒歩17～25分 またはバス4分 徒歩2～10分, 多摩都市モノレール「程久保」駅 徒歩9～14分, 多摩都市モノレール「多摩動物公園」駅 徒歩12～23分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1970_room.html?JKSS=000290403	35.650715	139.410919	https://maps.google.com/?q=35.650715,139.410919	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.7	72
ur_451a6e4e290c1a77	高幡台　68号棟502号室	Hino City		UR Public Housing	3K	50㎡	50.0	60600円	60600	4300	121200	Anytime	日野市程久保650	1971	64900	UR	5	京王線「高幡不動」駅 徒歩17～25分 またはバス4分 徒歩2～10分, 多摩都市モノレール「程久保」駅 徒歩9～14分, 多摩都市モノレール「多摩動物公園」駅 徒歩12～23分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1970_room.html?JKSS=000680502	35.650715	139.410919	https://maps.google.com/?q=35.650715,139.410919	2026-06-02T01:34:20Z	2026-06-19T04:10:48Z	32.7	72
ur_00890aad93230959	シティハイツ日野旭が丘　5号棟705号室	Hino City		UR Public Housing	3DK	64㎡	64.0	97300円	97300	2700	194600	Anytime	日野市旭が丘4-7-5	1990	100000	UR	7	JR中央線「豊田」駅 徒歩20～24分 またはバス7分 徒歩1～6分, 京王線「長沼」駅 徒歩26～28分, JR八高線「北八王子」駅 徒歩23～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4360_room.html?JKSS=000050705	35.6562	139.364822	https://maps.google.com/?q=35.6562,139.364822	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.7	72
ur_8bf0503f6cc5a9c7	シティハイツ日野旭が丘　5号棟504号室	Hino City		UR Public Housing	3LDK	77㎡	77.0	103200円	103200	2700	206400	Anytime	日野市旭が丘4-7-5	1990	105900	UR	5	JR中央線「豊田」駅 徒歩20～24分 またはバス7分 徒歩1～6分, 京王線「長沼」駅 徒歩26～28分, JR八高線「北八王子」駅 徒歩23～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4360_room.html?JKSS=000050504	35.6562	139.364822	https://maps.google.com/?q=35.6562,139.364822	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	32.7	72
ur_fdfa94aaaf0ffa0f	昭島つつじが丘ハイツ　10号棟1207号室	Akishima City		UR Public Housing	3DK	59㎡	59.0	91300円	91300	5700	182600	Anytime	昭島市つつじが丘3-4ほか	1982	97000	UR	12	JR青梅線「昭島」駅 徒歩9～11分, JR青梅線「中神」駅 徒歩13～15分, 西武拝島線「西武立川」駅 徒歩25～28分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3380_room.html?JKSS=000101207	35.711933	139.367676	https://maps.google.com/?q=35.711933,139.367676	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	36.7	76
ur_7625838279155e3f	プロムナード荻窪　3号棟803号室	Suginami Ward		UR Public Housing	1LDK	59㎡	59.0	183800円	183800	10500	367600	Anytime	杉並区桃井3-7	2006	194300	UR	8	JR中央線「荻窪」駅バス11分 徒歩1～2分, JR中央線「西荻窪」駅 徒歩14～18分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6870_room.html?JKSS=000030803	35.712715	139.606125	https://maps.google.com/?q=35.712715,139.606125	2026-06-16T01:37:33Z	2026-06-19T04:10:48Z	11.6	28
43155638171e5c22	久留米西 10-204	Higashikurume City	高齢	General Rental (Fixed Term)	2K	32.85	32.85	31400	31400	2000	62800	Immediately Available	東久留米市下里４－１－１０	1969	33400	JKK	2		https://www.to-kousya.or.jp/chintai/reco/kurumenishi.html	35.75267125	139.4973137	https://maps.google.com/?q=35.75267125,139.4973137	2026-06-18T06:21:17Z	2026-06-19T04:10:48Z	23.6	47
86057c61bd980163	久留米下里 10-401	Higashikurume City	Support / Subsidised	General Rental (Fixed Term)	2DK	43.01	43.01	46000	46000	1400	92000	Immediately Available	東久留米市下里７－８－１０	1973	47400	JKK	4		https://www.to-kousya.or.jp/chintai/reco/kurumeshimosato.html	35.76030291	139.5037596	https://maps.google.com/?q=35.76030291,139.5037596	2026-06-16T07:23:07Z	2026-06-19T04:10:48Z	23.6	47
d3db2d33c1e75f5b	久留米下里 1-507	Higashikurume City	Support / Subsidised	一賃リフレッシュ（期限付）	3K	40.8	40.8	50100	50100	1400	100200	Immediately Available	東久留米市下里７－８－１	1972	51500	JKK	5		https://www.to-kousya.or.jp/chintai/reco/kurumeshimosato.html	35.76030291	139.5037596	https://maps.google.com/?q=35.76030291,139.5037596	2026-06-08T07:05:19Z	2026-06-19T04:10:48Z	23.6	47
39f5a44176dbf5de	大和上北台 13-510	Higashiyamato City	Support / Subsidised	General Rental (Fixed Term)	2DK	37.64	37.64	43100	43100	1900	86200	Immediately Available	東大和市上北台２－４０３－１－１３	1972	45000	JKK	5		https://www.to-kousya.or.jp/chintai/reco/yamatokamikitadai.html	35.74389778	139.4126481	https://maps.google.com/?q=35.74389778,139.4126481	2026-06-16T07:23:07Z	2026-06-19T04:10:48Z	30.8	75
092f8249da66b2b4	大和上北台 3-402	Higashiyamato City	Support / Subsidised	General Rental (Fixed Term)	2DK	37.64	37.64	44400	44400	1900	88800	Immediately Available	東大和市上北台２－９０２－３	1972	46300	JKK	4		https://www.to-kousya.or.jp/chintai/reco/yamatokamikitadai.html	35.74389778	139.4126481	https://maps.google.com/?q=35.74389778,139.4126481	2026-06-02T05:40:33Z	2026-06-19T04:10:48Z	30.8	75
d86fff45de9bd611	大和上北台 18-302	Higashiyamato City	General	General Rental (Fixed Term)	3K	38.48	38.48	45200	45200	1900	90400	Immediately Available	東大和市上北台２－４０３－１－１８	1972	47100	JKK	3		https://www.to-kousya.or.jp/chintai/reco/yamatokamikitadai.html	35.74389778	139.4126481	https://maps.google.com/?q=35.74389778,139.4126481	2026-06-03T05:00:56Z	2026-06-19T04:10:48Z	30.8	75
ur_c48f7903953758dd	グリーンタウン美住一番街　19号棟305号室	Higashimurayama City		UR Public Housing	1LDK	55㎡	55.0	102900円	102900	4250	205800	Anytime	東村山市美住町1-4-1	2003	107150	UR	3	西武新宿線「久米川」駅 徒歩12～16分, 西武多摩湖線「八坂」駅 徒歩9～14分, 西武新宿線「東村山」駅 徒歩19～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5050_room.html?JKSS=000190305	35.750938	139.461349	https://maps.google.com/?q=35.750938,139.461349	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	27.2	60
ur_e29e4b30e4a93cc0	グリーンタウン美住一番街　19号棟304号室	Higashimurayama City		UR Public Housing	1LDK	55㎡	55.0	104000円	104000	4250	208000	Anytime	東村山市美住町1-4-1	2003	108250	UR	3	西武新宿線「久米川」駅 徒歩12～16分, 西武多摩湖線「八坂」駅 徒歩9～14分, 西武新宿線「東村山」駅 徒歩19～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5050_room.html?JKSS=000190304	35.750938	139.461349	https://maps.google.com/?q=35.750938,139.461349	2026-06-12T01:36:51Z	2026-06-19T04:10:48Z	27.2	60
ur_939c59639aaa8d5d	南台　4号棟401号室	Higashimurayama City		UR Public Housing	2DK	43㎡	43.0	71400円	71400	3100	142800	Anytime	東村山市富士見町1-14	1964	74500	UR	4	西武多摩湖線「八坂」駅 徒歩14～16分, 西武拝島線「小川」駅 徒歩15～18分, 西武新宿線「久米川」駅バス5分 徒歩3～5分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_1020_room.html?JKSS=000004401	35.744106	139.456726	https://maps.google.com/?q=35.744106,139.456726	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	27.2	60
ur_fb68cdb8d9129634	グリーンタウン美住一番街　12号棟410号室	Higashimurayama City		UR Public Housing	3LDK	66㎡	66.0			4250		Anytime	東村山市美住町1-4-1	1998		UR	4	西武新宿線「久米川」駅 徒歩12～16分, 西武多摩湖線「八坂」駅 徒歩9～14分, 西武新宿線「東村山」駅 徒歩19～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5050_room.html?JKSS=000120410	35.750938	139.461349	https://maps.google.com/?q=35.750938,139.461349	2026-06-12T01:36:51Z	2026-06-19T04:10:48Z	27.2	60
ur_ee690ede256f3d79	高島平　2-33-1号棟1033号室	Itabashi Ward		UR Public Housing	1LDK	46㎡	46.0	95800円	95800	4200	191600	Anytime	板橋区高島平2ほか	1972	100000	UR	10	都営三田線「高島平」駅 徒歩2～11分, 都営三田線「新高島平」駅 徒歩4～22分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2250_room.html?JKSS=233011033	35.785172	139.662704	https://maps.google.com/?q=35.785172,139.662704	2026-06-19T03:38:31Z	2026-06-19T04:10:48Z	10.5	25
ur_150b7ca5c1792c5d	光が丘パークタウン ゆりの木通り北　12号棟402号室	Itabashi Ward		UR Public Housing	2LDK	61㎡	61.0	135500円	135500	6200	271000	Anytime	板橋区赤塚新町3-32	1983	141700	UR	4	東京メトロ有楽町線「地下鉄赤塚」駅 徒歩6～9分, 東武東上線「下赤塚」駅 徒歩9～12分, 都営大江戸線「光が丘」駅 徒歩23～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3470_room.html?JKSS=000120402	35.769829	139.636459	https://maps.google.com/?q=35.769829,139.636459	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	10.5	25
ur_2bd5d83a66343c56	エステート大南公園　11号棟301号室	Musashimurayama City		UR Public Housing	1LDK	46㎡	46.0	82300円	82300	2300	164600	Anytime	武蔵村山市大南4-21-1ほか	1988	84600	UR	3	西武拝島線「玉川上水」駅 徒歩13～15分, 多摩都市モノレール「桜街道」駅 徒歩13～14分, 西武拝島線「武蔵砂川」駅 徒歩26～27分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4130_room.html?JKSS=000110301	35.73457	139.409073	https://maps.google.com/?q=35.73457,139.409073	2026-05-31T03:05:08Z	2026-06-19T04:10:48Z	35.0	81
ur_c1d3aa75890cd476	エステート大南公園　12号棟204号室	Musashimurayama City		UR Public Housing	3DK	61㎡	61.0	88900円	88900	2300	177800	Anytime	武蔵村山市大南4-21-1ほか	1988	91200	UR	2	西武拝島線「玉川上水」駅 徒歩13～15分, 多摩都市モノレール「桜街道」駅 徒歩13～14分, 西武拝島線「武蔵砂川」駅 徒歩26～27分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4130_room.html?JKSS=000120204	35.73457	139.409073	https://maps.google.com/?q=35.73457,139.409073	2026-06-05T01:35:00Z	2026-06-19T04:10:48Z	35.0	81
ur_36ae80850da1ac37	エステート大南公園　7号棟103号室	Musashimurayama City		UR Public Housing	3DK	61㎡	61.0	90000円	90000	2300	180000	Anytime	武蔵村山市大南4-21-1ほか	1988	92300	UR	1	西武拝島線「玉川上水」駅 徒歩13～15分, 多摩都市モノレール「桜街道」駅 徒歩13～14分, 西武拝島線「武蔵砂川」駅 徒歩26～27分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4130_room.html?JKSS=000070103	35.73457	139.409073	https://maps.google.com/?q=35.73457,139.409073	2026-06-13T05:33:02Z	2026-06-19T04:10:48Z	35.0	81
ur_2f31f1f0fe2b7327	エステート大南公園　7号棟106号室	Musashimurayama City		UR Public Housing	3DK	62㎡	62.0	92200円	92200	2300	184400	Anytime	武蔵村山市大南4-21-1ほか	1988	94500	UR	1	西武拝島線「玉川上水」駅 徒歩13～15分, 多摩都市モノレール「桜街道」駅 徒歩13～14分, 西武拝島線「武蔵砂川」駅 徒歩26～27分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4130_room.html?JKSS=000070106	35.73457	139.409073	https://maps.google.com/?q=35.73457,139.409073	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	35.0	81
ur_a2f62aa625287225	エステート大南公園　10号棟301号室	Musashimurayama City		UR Public Housing	3LDK	69㎡	69.0	101200円	101200	2300	202400	Anytime	武蔵村山市大南4-21-1ほか	1988	103500	UR	3	西武拝島線「玉川上水」駅 徒歩13～15分, 多摩都市モノレール「桜街道」駅 徒歩13～14分, 西武拝島線「武蔵砂川」駅 徒歩26～27分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4130_room.html?JKSS=000100301	35.73457	139.409073	https://maps.google.com/?q=35.73457,139.409073	2026-06-05T01:35:00Z	2026-06-19T04:10:48Z	35.0	81
ur_5b111977f9978df2	サンヴァリエ桜堤　28号棟1001号室	Musashino City		UR Public Housing	1LDK	50㎡	50.0	146800円	146800	7000	293600	Anytime	武蔵野市桜堤1-1ほか	2004	153800	UR	10	JR中央線「武蔵境」駅 徒歩13～23分 またはバス4～6分 徒歩1～5分, 西武新宿線「田無」駅バス12分 徒歩5～11分, JR中央線「東小金井」駅 徒歩18～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5970_room.html?JKSS=000281001	35.709045	139.536545	https://maps.google.com/?q=35.709045,139.536545	2026-06-18T05:38:45Z	2026-06-19T04:10:48Z	18.2	50
ur_ba5774a61e9f4a5d	サンヴァリエ桜堤　21号棟504号室	Musashino City		UR Public Housing	2DK	49㎡	49.0	132600円	132600	7000	265200	Anytime	武蔵野市桜堤1-1ほか	2000	139600	UR	5	JR中央線「武蔵境」駅 徒歩13～23分 またはバス4～6分 徒歩1～5分, 西武新宿線「田無」駅バス12分 徒歩5～11分, JR中央線「東小金井」駅 徒歩18～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5970_room.html?JKSS=000210504	35.709045	139.536545	https://maps.google.com/?q=35.709045,139.536545	2026-06-17T01:35:11Z	2026-06-19T04:10:48Z	18.2	50
ur_0d5c278a5173bfdc	サンヴァリエ桜堤　25号棟404号室	Musashino City		UR Public Housing	2DK	49㎡	49.0	133200円	133200	7000	266400	Anytime	武蔵野市桜堤1-1ほか	2000	140200	UR	4	JR中央線「武蔵境」駅 徒歩13～23分 またはバス4～6分 徒歩1～5分, 西武新宿線「田無」駅バス12分 徒歩5～11分, JR中央線「東小金井」駅 徒歩18～25分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5970_room.html?JKSS=000250404	35.709045	139.536545	https://maps.google.com/?q=35.709045,139.536545	2026-06-18T01:38:57Z	2026-06-19T04:10:48Z	18.2	50
ur_9f8e7d390bfed27f	豊洲四丁目　2号棟801号室	Koto Ward		UR Public Housing	1LDK	54㎡	54.0	170000円	170000	6700	340000	Anytime	江東区豊洲4-10	1980	176700	UR	8	東京メトロ有楽町線「豊洲」駅 徒歩7～11分, ゆりかもめ「豊洲」駅 徒歩9～12分, JR京葉線「越中島」駅バス8分 徒歩6～9分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3200_room.html?JKSS=000020801	35.653416	139.801849	https://maps.google.com/?q=35.653416,139.801849	2026-06-18T09:36:23Z	2026-06-19T04:10:48Z	5.4	21
ur_5605124c37e75e8e	シティコート大島　2号棟302号室	Koto Ward		UR Public Housing	2LDK	69㎡	69.0	201300円	201300	5500	402600	Anytime	江東区大島6-14	1999	206800	UR	3	都営新宿線「大島」駅 徒歩3～7分, JR総武線・東武亀戸線「亀戸」駅 徒歩15～18分, JR総武線・東武亀戸線「亀戸」駅バス4～6分 徒歩1～5分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5900_room.html?JKSS=000020302	35.692703	139.83638	https://maps.google.com/?q=35.692703,139.83638	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	5.4	21
ur_d5973b20595aefae	東大島駅前ハイツ　2号棟1207号室	Koto Ward		UR Public Housing	3DK	66㎡	66.0	144700円	144700	4000	289400	Anytime	江東区大島7-39	1983	148700	UR	12	都営新宿線「東大島」駅 徒歩3～4分, 都営新宿線「大島」駅 徒歩10～12分, JR総武線・東武亀戸線「亀戸」駅バス11分 徒歩2～3分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3460_room.html?JKSS=000021207	35.692024	139.843384	https://maps.google.com/?q=35.692024,139.843384	2026-06-19T01:34:42Z	2026-06-19T04:10:48Z	5.4	21
ur_f2fdb751ae9086eb	狛江セントラルハイツ　301号室	Komae City		UR Public Housing	3DK	64㎡	64.0	153500円	153500	9000	307000	Anytime	狛江市和泉本町1-36-4	1986	162500	UR	3	小田急小田原線｢狛江｣駅 徒歩6分	https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3900_room.html?JKSS=000000301	35.6362	139.577927	https://maps.google.com/?q=35.6362,139.577927	2026-06-18T09:36:23Z	2026-06-19T04:10:48Z	16.5	41
605af8024dda48bb	境川 44-404	Machida City	Support / Subsidised	General Rental (Fixed Term)	2K	32.85	32.85	38500	38500	1800	77000	Immediately Available	町田市木曽東２－１１－４４	1969	40300	JKK	4		https://www.to-kousya.or.jp/chintai/reco/sakaigawa.html	35.55918375	139.4238807	https://maps.google.com/?q=35.55918375,139.4238807	2026-06-17T05:07:01Z	2026-06-19T04:10:48Z	31.7	68
02a98b366baf1371	境川 38-507	Machida City	Support / Subsidised	General Rental (Fixed Term)	2DK	34.56	34.56	40800	40800	1800	81600	Immediately Available	町田市木曽東２－１１－３８	1968	42600	JKK	5		https://www.to-kousya.or.jp/chintai/reco/sakaigawa.html	35.55918375	139.4238807	https://maps.google.com/?q=35.55918375,139.4238807	2026-06-03T01:13:19Z	2026-06-19T04:10:48Z	31.7	68
a819cf13d809514f	境川 38-502	Machida City	Support / Subsidised	General Rental (Fixed Term)	2DK	34.56	34.56	40800	40800	1800	81600	Immediately Available	町田市木曽東２－１１－３８	1968	42600	JKK	5		https://www.to-kousya.or.jp/chintai/reco/sakaigawa.html	35.55918375	139.4238807	https://maps.google.com/?q=35.55918375,139.4238807	2026-06-15T06:21:48Z	2026-06-19T04:10:48Z	31.7	68
888d1a52051b60d1	境川 30-507	Machida City	Support / Subsidised	General Rental (Fixed Term)	3K	39.96	39.96	48400	48400	1800	96800	Immediately Available	町田市木曽東３－１６－３０	1968	50200	JKK	5		https://www.to-kousya.or.jp/chintai/reco/sakaigawa.html	35.55918375	139.4238807	https://maps.google.com/?q=35.55918375,139.4238807	2026-06-15T06:21:48Z	2026-06-19T04:10:48Z	31.7	68
